dit,ca,ce,lcom3,loc,moa,ic,buggy,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob
5.409713,9.540364,19.534269,0.810049,502.015041,1.756921,0.542709,True,True,0.866843431176,True,1.0,True,0.950373471381
2.549002,8.068758,15.697719,0.662972,414.687061,0.051448,0.0,True,False,0.458819638454,True,0.8,True,0.618344130797
2.0,1.0,4.0,0.765432,220.0,2.0,1.0,False,False,0.0281647208747,False,0.0,False,0.0926588751497
3.173676,5.124299,13.33254,0.849471,316.009874,0.576712,0.0,True,True,0.781908459598,True,0.9,True,0.984371272567
1.0,1.0,2.0,0.72,218.0,1.0,0.0,False,False,0.109923936943,False,0.0,False,0.069779994376
1.0,7.0,1.0,0.5,87.0,0.0,0.0,False,False,0.0454499387809,False,0.0,False,0.0563996831912
1.0,0.0,6.0,0.3,290.0,0.0,0.0,False,False,0.128220628922,False,0.0,False,0.0814963506356
1.0,7.0,3.0,0.805556,421.0,1.0,0.0,False,False,0.129510201545,False,0.0,False,0.148943766595
4.972302,8.739878,15.88096,0.680137,384.930154,0.774229,0.0,True,True,0.820483256347,True,1.0,True,0.9193511345
4.238056,6.162241,15.722173,0.663185,389.407985,0.838727,0.0,True,True,0.834621018773,True,0.9,True,0.925574643928
1.68545,10.36045,10.727486,0.655044,683.971335,0.147429,0.0,True,True,0.6606471247,True,1.0,True,0.807374000115
2.0,1.0,0.0,2.0,88.0,0.0,0.0,False,False,0.196002217914,False,0.0,False,0.0472662110871
3.243901,3.390067,13.110465,1.367921,245.663275,0.501211,0.0,True,True,0.85335200559,True,1.0,True,0.980951880304
2.0,2.0,4.0,0.0,35.0,0.0,1.0,False,False,0.0111889824064,False,0.0,False,0.0252479098062
2.0,2.0,8.0,0.625,187.0,0.0,1.0,False,False,0.053239034122,False,0.0,False,0.0330310960032
1.0,9.0,1.0,0.625,64.0,1.0,0.0,False,False,0.0496630364352,False,0.0,False,0.0363512934711
5.0,6.0,7.0,0.5,82.0,1.0,0.0,False,False,0.170700592411,False,0.0,False,0.23247664891
1.0,3.0,5.0,0.833333,159.0,0.0,0.0,False,False,0.155824731128,False,0.0,False,0.228831332331
2.0,0.0,1.0,2.0,14.0,0.0,0.0,False,False,0.221551621287,False,0.0928571428571,False,0.254758485127
1.0,1.0,3.0,2.0,57.0,0.0,0.0,False,False,0.248428847894,False,0.0,False,0.0690588747403
2.0,1.0,3.0,0.5,32.0,1.0,0.0,False,False,0.0962171900176,False,0.0,False,0.0346587040799
4.961997,5.413715,15.298819,0.754026,371.249026,0.846964,0.0,True,True,0.849934761404,True,0.9,True,0.849404705138
2.937567,7.422974,13.530138,0.812891,396.404724,0.106313,0.0,True,True,0.763315484001,True,1.0,True,0.737766724812
1.0,1.0,2.0,0.0,37.0,0.0,0.0,False,False,0.0348455821445,False,0.0,False,0.0420994452846
2.0,2.0,5.0,0.0,79.0,0.0,1.0,False,False,0.0141053949229,False,0.0,False,0.0186235015395
1.0,14.0,1.0,2.0,2.0,0.0,0.0,False,False,0.0816871373919,False,0.0,False,0.0207284614186
2.709448,9.460982,14.832187,0.692461,662.041387,0.277789,0.095572,True,True,0.806482607747,True,1.0,True,0.918565573403
1.0,2.0,1.0,0.0,46.0,0.0,0.0,False,False,0.0278767740514,False,0.0,False,0.0357789189197
2.0,4.0,7.0,2.0,81.0,0.0,1.0,False,False,0.109466753671,False,0.0,False,0.0326027687515
1.0,5.0,4.0,1.166667,113.0,0.0,0.0,False,False,0.159618871352,False,0.3,False,0.383530472437
3.0,1.0,0.0,0.75,36.0,0.0,1.0,False,False,0.0146818430547,False,0.0,False,0.0356554620964
1.0,5.0,0.0,0.5,75.0,0.0,0.0,False,False,0.0450134682847,False,0.0,False,0.069342664547
2.0,1.0,9.0,2.0,41.0,0.0,1.0,False,False,0.172520094028,False,0.0,False,0.0313147825653
2.0,5.0,6.0,2.0,53.0,0.0,0.0,False,False,0.310590862747,False,0.3,False,0.250087071885
1.0,4.0,0.0,0.725,104.0,0.0,0.0,False,False,0.0669880892729,False,0.0,False,0.0372204300496
1.0,1.0,1.0,0.333333,54.0,0.0,0.0,False,False,0.0515956502049,False,0.0,False,0.0401341741316
4.164382,9.546826,14.421909,0.741613,660.024704,0.559604,0.233824,True,True,0.844475257727,True,1.0,True,0.977206309679
2.0,3.0,2.0,2.0,8.0,0.0,0.0,False,False,0.205692750864,False,0.0,False,0.0303376522793
2.0,1.0,9.0,1.0,67.0,0.0,1.0,False,False,0.10535389248,False,0.0,False,0.0264707393668
2.0,1.0,8.0,1.0,29.0,0.0,1.0,False,False,0.0863686650981,False,0.0,False,0.0662267101346
2.0,2.0,3.0,2.0,86.0,0.0,1.0,False,False,0.0731986986263,False,0.0,False,0.0234379107453
1.0,6.0,0.0,2.0,8.0,0.0,0.0,False,False,0.126956907801,False,0.0,False,0.0454538067468
2.0,4.0,9.0,2.0,113.0,0.0,1.0,False,False,0.168679436856,False,0.0,False,0.118515931756
1.0,5.0,2.0,0.604167,261.0,0.0,0.0,False,False,0.0867881475497,False,0.1,False,0.174371904126
2.0,1.0,4.0,0.833333,141.0,0.0,1.0,False,False,0.0390585821739,False,0.0,False,0.0122055127847
1.0,2.0,5.0,0.75,161.0,0.0,0.0,False,False,0.157768512309,False,0.0,False,0.113642296607
2.0,1.0,6.0,2.0,28.0,0.0,1.0,False,False,0.122885430971,False,0.0,False,0.028425519987
2.0,1.0,6.0,2.0,36.0,0.0,1.0,False,False,0.12353679327,False,0.0,False,0.0286078764372
2.0,0.0,4.0,2.0,44.0,0.0,1.0,False,False,0.0963292625988,False,0.165786314526,False,0.177973350576
1.0,2.0,0.0,0.0,75.0,0.0,0.0,False,False,0.0262170726341,False,0.0,False,0.0121117478112
2.0,1.0,6.0,2.0,32.0,0.0,1.0,False,False,0.123210167984,False,0.0,False,0.028425519987
2.0,10.0,3.0,0.933333,86.0,1.0,1.0,False,False,0.0150469772555,False,0.0,False,0.114240268553
5.0,4.0,5.0,0.666667,218.0,0.0,1.0,False,False,0.0440449109117,False,0.0,False,0.0728303021067
1.0,0.0,4.0,0.375,161.0,0.0,0.0,False,False,0.0993331475679,False,0.1,False,0.197447583428
2.0,2.0,5.0,1.0,22.0,0.0,1.0,False,False,0.0462056177668,False,0.0,False,0.0825156172062
1.0,10.0,0.0,2.0,1.0,0.0,0.0,False,False,0.0999487463853,False,0.0,False,0.0382561136807
2.0,1.0,4.0,0.416667,109.0,2.0,0.0,False,False,0.09434198877,False,0.0,False,0.0481234375739
2.0,1.0,5.0,0.777778,164.0,1.0,1.0,False,False,0.0404105906697,False,0.0,False,0.0253876310645
2.0,0.0,1.0,2.0,14.0,0.0,1.0,False,False,0.0557408183032,False,0.0,False,0.086704372995
5.0,6.0,16.0,0.690909,377.0,1.0,0.0,True,True,0.539086386048,True,0.8,False,0.450651905724
1.0,8.0,1.0,2.0,8.0,0.0,0.0,False,False,0.129608993056,False,0.0,False,0.0656946141294
2.421791,5.082281,5.444308,1.617563,59.393787,0.942365,0.0,True,False,0.263152811408,False,0.2,True,0.57861999356
1.0,5.0,16.0,0.595238,561.0,1.0,0.0,False,True,0.528204264991,False,0.1,False,0.1425457623
2.0,0.0,1.0,2.0,16.0,0.0,1.0,False,False,0.0558304906263,False,0.0,False,0.0459435794401
1.923244,4.736613,12.064298,0.979039,301.824211,0.639298,0.0,True,True,0.766241490641,True,0.8,True,0.639954037536
4.115359,2.626237,15.906088,0.894747,318.388119,0.896134,0.0,True,True,0.899318357594,True,1.0,True,0.780835770495
1.0,4.0,0.0,1.4375,23.0,2.0,0.0,False,False,0.105677312962,False,0.0,False,0.278250871298
4.028932,7.23887,15.772846,0.679959,378.693934,0.435745,0.0,True,True,0.852531610894,True,1.0,True,0.950569213581
2.0,5.0,6.0,0.625,128.0,0.0,1.0,False,False,0.033987476496,False,0.0,False,0.082858905661
1.0,9.0,7.0,0.555556,222.0,1.0,0.0,False,False,0.131384822948,False,0.0,False,0.0985249592958
1.0,3.0,3.0,0.714286,214.0,1.0,0.0,False,False,0.116188534785,False,0.0,False,0.0844363709547
2.0,3.0,6.0,1.0,47.0,0.0,1.0,False,False,0.0529270282431,False,0.0,False,0.0989070291509
1.0,5.0,3.0,0.5,87.0,0.0,0.0,False,False,0.0744677731044,False,0.0,False,0.0570963278268
2.0,1.0,3.0,0.666667,26.0,0.0,0.0,False,False,0.114413583263,False,0.0,False,0.032234420571
2.0,5.0,7.0,0.666667,178.0,0.0,1.0,False,False,0.0452104276058,False,0.0,False,0.0489761526309
2.0,0.0,1.0,2.0,16.0,0.0,1.0,False,False,0.0558304906263,False,0.0,False,0.0459435794401
1.0,1.0,0.0,0.071429,178.0,1.0,0.0,False,False,0.033268623173,False,0.0,False,0.0310246803065
2.0,1.0,3.0,0.666667,20.0,0.0,0.0,False,False,0.114050423299,False,0.0,False,0.032234420571
1.0,0.0,2.0,2.0,117.0,0.0,0.0,False,False,0.222028534188,False,0.0,False,0.105120220833
1.0,4.0,0.0,0.555556,49.0,0.0,0.0,False,False,0.0584169967881,False,0.0,False,0.022215206936
1.0,1.0,0.0,0.333333,100.0,0.0,0.0,False,False,0.0481556659724,False,0.0,False,0.0180773949265
1.0,0.0,2.0,2.0,18.0,0.0,0.0,False,False,0.227440646113,False,0.0,False,0.28917605548
1.0,7.0,1.0,2.0,5.0,0.0,0.0,False,False,0.165126008974,False,0.0,False,0.0984324828579
1.0,1.0,2.0,1.0,15.0,1.0,0.0,False,False,0.125744568643,False,0.0,False,0.108133275371
1.0,6.0,6.0,0.75,88.0,0.0,0.0,False,False,0.150628258271,False,0.0,False,0.195745479917
1.342969,3.839659,7.157907,1.336547,236.150811,0.628472,0.0,True,True,0.645718049311,True,0.8,True,0.8690888586
1.0,2.0,3.0,2.0,145.0,0.0,0.0,False,False,0.256920957691,False,0.0,False,0.104574020673
1.0,1.0,1.0,0.5,133.0,0.0,0.0,False,False,0.0700057997989,False,0.0,False,0.0164827140876
1.0,4.0,4.0,0.416667,62.0,0.0,0.0,False,False,0.0840165588497,False,0.0863636363636,False,0.025063570758
1.650237,4.880214,5.352667,1.893122,34.270466,0.840625,0.0,True,True,0.624976971122,True,0.8,True,0.65709233239
1.0,2.0,0.0,2.0,55.0,0.0,0.0,False,False,0.17719577166,False,0.0,False,0.0487782919473
1.0,0.0,8.0,2.0,17.0,0.0,0.0,False,False,0.396643408309,False,0.432697135407,False,0.29276891014
1.0,7.0,1.0,2.0,1.0,0.0,0.0,False,False,0.16493951495,False,0.0,False,0.0466909942851
1.0,1.0,1.0,2.0,4.0,0.0,0.0,False,False,0.198740398718,False,0.0,False,0.0492726607525
1.0,7.0,1.0,2.0,1.0,0.0,0.0,False,False,0.16493951495,False,0.0,False,0.0466909942851
1.0,5.0,2.0,0.545455,259.0,1.0,0.0,False,False,0.0869269221784,False,0.0,False,0.0332727910382
2.162596,5.01317,6.447736,1.895958,129.579049,0.459619,0.0,True,True,0.68189384605,True,0.8,True,0.661801263109
1.0,3.0,1.0,2.0,7.0,0.0,0.0,False,False,0.189272185836,False,0.0,False,0.0497887047861
1.0,0.0,2.0,0.833333,84.0,0.0,0.0,False,False,0.113383215535,False,0.0,False,0.0811124119678
1.0,5.0,0.0,2.0,4.0,0.0,0.0,False,False,0.159258776187,False,0.0,False,0.0451735473277
1.0,6.0,0.0,2.0,1.0,0.0,0.0,False,False,0.153561751637,False,0.0,False,0.0299934791002
1.0,6.0,0.0,2.0,1.0,0.0,0.0,False,False,0.153561751637,False,0.0,False,0.0299934791002
2.0,2.0,2.0,2.0,8.0,0.0,0.0,False,False,0.237097992881,False,0.0,False,0.0361242158666
3.0,3.0,1.0,0.611111,100.0,0.0,0.0,False,False,0.0942384734194,False,0.0,False,0.0151861615889
1.0,6.0,1.0,1.0,9.0,0.0,0.0,False,False,0.0973344679148,False,0.0,False,0.0797756086148
2.0,8.0,3.0,0.9,55.0,0.0,1.0,False,False,0.0163383732888,False,0.0,False,0.0853170718426
2.0,7.0,2.0,0.866667,68.0,0.0,1.0,False,False,0.0142419240903,False,0.0,False,0.0616567215715
1.0,5.0,0.0,2.0,1.0,0.0,0.0,False,False,0.159123559085,False,0.0,False,0.0302994260745
1.0,6.0,1.0,2.0,2.0,0.0,0.0,False,False,0.171551991308,False,0.0,False,0.0500140906783
1.0,11.0,1.0,2.0,5.0,0.0,0.0,False,False,0.135644333039,False,0.0,False,0.0973346981967
1.0,5.0,0.0,2.0,2.0,0.0,0.0,False,False,0.15916813241,False,0.0,False,0.0323063319557
1.0,4.0,0.0,2.0,1.0,0.0,0.0,False,False,0.164325827713,False,0.0,False,0.0149969269243
1.0,4.0,0.0,2.0,1.0,0.0,0.0,False,False,0.164325827713,False,0.0,False,0.0149969269243
1.656071,4.406553,6.414656,1.327874,259.596021,0.344539,0.0,True,True,0.630983162877,True,0.9,True,0.94976036549
1.0,1.0,0.0,2.0,1.0,0.0,0.0,False,False,0.177736594621,False,0.0,False,0.0146194679049
1.0,1.0,0.0,2.0,1.0,0.0,0.0,False,False,0.177736594621,False,0.0,False,0.0146194679049
1.0,10.0,0.0,2.0,3.0,0.0,0.0,False,False,0.128116897281,False,0.0,False,0.0388081205434
1.0,3.0,0.0,2.0,1.0,0.0,0.0,False,False,0.169162089977,False,0.0,False,0.0121294326416
1.0,3.0,0.0,2.0,1.0,0.0,0.0,False,False,0.169162089977,False,0.0,False,0.0121294326416
1.0,4.0,2.0,2.0,2.0,0.0,0.0,False,False,0.205119308481,False,0.0,False,0.0272471536121
1.0,2.0,0.0,2.0,1.0,0.0,0.0,False,False,0.173631087335,False,0.0,False,0.01003223834
1.0,3.0,0.0,2.0,2.0,0.0,0.0,False,False,0.169212115954,False,0.0,False,0.0129489059743
1.0,3.0,0.0,2.0,2.0,0.0,0.0,False,False,0.169212115954,False,0.0,False,0.0129489059743
1.0,3.0,1.0,2.0,2.0,0.0,0.0,False,False,0.188981718685,False,0.0,False,0.0206076420509
1.0,2.0,10.0,2.0,89.0,0.0,0.0,False,False,0.433569599319,False,0.0,False,2.22044604925e-16
1.0,3.0,2.0,2.0,2.0,0.0,0.0,False,False,0.170701949408,False,0.0,False,2.22044604925e-16
1.0,9.0,0.0,2.0,2.0,0.0,0.0,False,False,0.0981826831512,False,0.0,False,2.22044604925e-16
2.0,5.0,3.0,0.8,60.0,0.0,1.0,False,False,0.0158240726334,False,0.0,False,2.22044604925e-16
1.0,0.0,6.0,2.0,124.0,0.0,0.0,False,False,0.321575827035,False,0.0,False,0.1
1.0,5.0,3.0,2.0,3.0,0.0,0.0,False,False,0.183370715184,False,0.0,False,2.22044604925e-16
1.0,1.0,8.0,2.0,101.0,0.0,0.0,False,False,0.376780664089,False,0.0,False,2.22044604925e-16
1.0,3.0,3.0,0.6,120.0,1.0,0.0,False,False,0.0796594351093,False,0.0,False,2.22044604925e-16
1.0,7.0,2.0,2.0,44.0,0.0,0.0,False,False,0.149996373665,False,0.0,False,2.22044604925e-16
1.0,2.0,2.0,2.0,105.0,0.0,0.0,False,False,0.188682018007,False,0.0,False,2.22044604925e-16
1.0,1.0,0.0,2.0,6.0,0.0,0.0,False,False,0.136489058936,False,0.0,False,2.22044604925e-16
1.732404,0.758826,5.013185,1.806048,37.603937,0.691658,0.0,True,True,0.605410560372,True,0.7,True,0.6
1.860921,3.907292,4.3517,1.805637,55.348252,0.463313,0.0,True,True,0.571394959124,True,0.7,False,0.4
1.400259,4.278992,8.722365,1.488434,260.227538,0.268727,0.0,True,True,0.709465249099,True,0.9,True,0.8
1.0,4.0,5.0,2.0,2.0,0.0,0.0,False,True,0.58079491868,False,0.2,False,0.5
1.0,6.0,2.0,2.0,3.0,0.0,0.0,False,False,0.15264079992,False,0.0,False,2.22044604925e-16
1.0,1.0,1.0,2.0,5.0,0.0,0.0,False,False,0.157992588681,False,0.0,False,2.22044604925e-16
1.0,4.0,1.0,2.0,4.0,0.0,0.0,False,False,0.142591889531,False,0.0,False,2.22044604925e-16
1.0,3.0,0.0,2.0,2.0,0.0,0.0,False,False,0.127284894835,False,0.0,False,2.22044604925e-16
1.0,5.0,1.0,2.0,2.0,0.0,0.0,False,False,0.137047031417,False,0.0,False,2.22044604925e-16
1.0,5.0,0.0,2.0,3.0,0.0,0.0,False,False,0.118080809792,False,0.0,False,2.22044604925e-16
1.0,3.0,1.0,1.5,6.0,0.0,0.0,False,False,0.114359139148,False,0.0,False,2.22044604925e-16
1.0,4.0,3.0,2.0,34.0,0.0,0.0,False,False,0.193406931232,False,0.0,False,2.22044604925e-16
1.0,1.0,1.0,2.0,5.0,0.0,0.0,False,False,0.157992588681,False,0.0,False,2.22044604925e-16
1.0,3.0,3.0,2.0,2.0,0.0,0.0,False,False,0.196345744436,False,0.0,False,2.22044604925e-16
1.0,3.0,1.0,2.0,2.0,0.0,0.0,False,False,0.147662179394,False,0.0,False,2.22044604925e-16
1.0,1.0,5.0,2.0,12.0,0.0,0.0,False,True,0.601715859668,False,0.4,False,0.5
1.0,0.0,4.0,2.0,11.0,0.0,0.0,False,True,0.576900044344,True,0.8,True,0.9
1.0,0.0,4.0,2.0,12.0,0.0,0.0,False,True,0.577016893748,True,1.0,True,1.0
1.0,0.0,4.0,2.0,12.0,0.0,0.0,False,True,0.577016893748,True,1.0,True,1.0
1.0,0.0,4.0,2.0,12.0,0.0,0.0,False,True,0.577016893748,True,1.0,True,1.0
1.0,0.0,4.0,2.0,12.0,0.0,0.0,False,True,0.577016893748,True,1.0,True,1.0
1.0,0.0,4.0,2.0,12.0,0.0,0.0,False,True,0.577016893748,True,1.0,True,1.0
1.0,0.0,4.0,2.0,12.0,0.0,0.0,True,True,0.577016893748,True,1.0,True,1.0
1.0,0.0,4.0,2.0,12.0,0.0,0.0,False,True,0.577016893748,True,1.0,True,1.0
1.0,0.0,4.0,2.0,12.0,0.0,0.0,True,True,0.577016893748,True,1.0,True,1.0
1.0,0.0,4.0,2.0,12.0,0.0,0.0,True,True,0.577016893748,True,1.0,True,1.0
1.0,0.0,4.0,2.0,12.0,0.0,0.0,False,True,0.577016893748,True,1.0,True,1.0
1.0,0.0,4.0,2.0,12.0,0.0,0.0,False,True,0.577016893748,True,1.0,True,1.0
1.0,0.0,4.0,2.0,12.0,0.0,0.0,True,True,0.577016893748,True,1.0,True,1.0
1.0,0.0,4.0,2.0,12.0,0.0,0.0,True,True,0.577016893748,True,1.0,True,1.0
1.0,0.0,4.0,2.0,12.0,0.0,0.0,True,True,0.577016893748,True,1.0,True,1.0
1.0,0.0,4.0,2.0,12.0,0.0,0.0,True,True,0.577016893748,True,1.0,True,1.0
1.0,0.0,4.0,2.0,12.0,0.0,0.0,True,True,0.577016893748,True,1.0,True,1.0
1.0,0.0,4.0,2.0,12.0,0.0,0.0,True,True,0.577016893748,True,1.0,True,1.0
1.0,0.0,4.0,2.0,12.0,0.0,0.0,True,False,0.227436972937,True,0.519454831374,True,0.501047511235
1.0,0.0,4.0,2.0,12.0,0.0,0.0,True,False,0.227436972937,True,0.519454831374,True,0.501047511235
1.0,0.0,4.0,2.0,12.0,0.0,0.0,True,False,0.227436972937,True,0.519454831374,True,0.501047511235
1.0,0.0,4.0,2.0,12.0,0.0,0.0,True,False,0.227436972937,True,0.519454831374,True,0.501047511235
1.0,0.0,4.0,2.0,12.0,0.0,0.0,True,False,0.227436972937,True,0.519454831374,True,0.501047511235
1.0,0.0,4.0,2.0,12.0,0.0,0.0,True,False,0.227436972937,True,0.519454831374,True,0.501047511235
1.0,0.0,4.0,2.0,12.0,0.0,0.0,True,False,0.227436972937,True,0.519454831374,True,0.501047511235
1.0,0.0,4.0,2.0,12.0,0.0,0.0,True,False,0.227436972937,True,0.519454831374,True,0.501047511235
1.0,0.0,4.0,2.0,12.0,0.0,0.0,True,False,0.227436972937,True,0.519454831374,True,0.501047511235
1.0,0.0,4.0,2.0,12.0,0.0,0.0,True,False,0.227436972937,True,0.519454831374,True,0.501047511235
1.0,0.0,4.0,2.0,12.0,0.0,0.0,True,False,0.227436972937,True,0.519454831374,True,0.501047511235
1.0,0.0,4.0,2.0,12.0,0.0,0.0,True,False,0.227436972937,True,0.519454831374,True,0.501047511235
1.0,0.0,4.0,2.0,12.0,0.0,0.0,True,False,0.227436972937,True,0.519454831374,True,0.501047511235
1.0,0.0,4.0,2.0,12.0,0.0,0.0,True,False,0.227436972937,True,0.519454831374,True,0.501047511235
1.0,0.0,4.0,2.0,12.0,0.0,0.0,True,False,0.227436972937,True,0.519454831374,True,0.501047511235
1.0,0.0,4.0,2.0,12.0,0.0,0.0,True,False,0.227436972937,True,0.519454831374,True,0.501047511235
1.0,0.0,4.0,2.0,12.0,0.0,0.0,True,False,0.227436972937,True,0.519454831374,True,0.501047511235
1.0,0.0,4.0,2.0,12.0,0.0,0.0,True,False,0.227436972937,True,0.519454831374,True,0.501047511235
1.0,0.0,4.0,2.0,12.0,0.0,0.0,True,False,0.227436972937,True,0.519454831374,True,0.501047511235
1.0,0.0,4.0,2.0,12.0,0.0,0.0,True,False,0.227436972937,True,0.519454831374,True,0.501047511235
1.0,0.0,4.0,2.0,12.0,0.0,0.0,True,False,0.227436972937,True,0.519454831374,True,0.501047511235
1.0,0.0,4.0,2.0,12.0,0.0,0.0,True,False,0.227436972937,True,0.519454831374,True,0.501047511235
1.0,0.0,4.0,2.0,12.0,0.0,0.0,True,False,0.227436972937,True,0.519454831374,True,0.501047511235
1.0,0.0,4.0,2.0,12.0,0.0,0.0,True,False,0.227436972937,True,0.519454831374,True,0.501047511235
1.0,0.0,4.0,2.0,12.0,0.0,0.0,True,False,0.227436972937,True,0.519454831374,True,0.501047511235
1.0,0.0,4.0,2.0,12.0,0.0,0.0,True,False,0.227436972937,True,0.519454831374,True,0.501047511235
1.0,0.0,4.0,2.0,12.0,0.0,0.0,True,False,0.227436972937,True,0.519454831374,True,0.501047511235
1.0,0.0,4.0,2.0,12.0,0.0,0.0,True,False,0.227436972937,True,0.519454831374,True,0.501047511235
1.0,0.0,4.0,2.0,12.0,0.0,0.0,True,False,0.227436972937,True,0.519454831374,True,0.501047511235
1.0,0.0,4.0,2.0,12.0,0.0,0.0,True,False,0.227436972937,True,0.519454831374,True,0.501047511235
1.0,0.0,4.0,2.0,12.0,0.0,0.0,True,False,0.227436972937,True,0.519454831374,True,0.501047511235
1.0,0.0,4.0,2.0,12.0,0.0,0.0,True,False,0.227436972937,True,0.519454831374,True,0.501047511235
1.0,0.0,4.0,2.0,12.0,0.0,0.0,True,False,0.227436972937,True,0.519454831374,True,0.501047511235
1.0,0.0,4.0,2.0,12.0,0.0,0.0,True,False,0.227436972937,True,0.519454831374,True,0.501047511235
1.0,0.0,4.0,2.0,12.0,0.0,0.0,True,False,0.227436972937,True,0.519454831374,True,0.501047511235
1.0,0.0,4.0,2.0,12.0,0.0,0.0,True,False,0.227436972937,True,0.519454831374,True,0.501047511235
1.0,0.0,4.0,2.0,12.0,0.0,0.0,True,False,0.227436972937,True,0.519454831374,True,0.501047511235
1.0,0.0,4.0,2.0,12.0,0.0,0.0,True,False,0.227436972937,True,0.519454831374,True,0.501047511235
1.0,0.0,4.0,2.0,12.0,0.0,0.0,True,False,0.227436972937,True,0.519454831374,True,0.501047511235
1.0,0.0,4.0,2.0,12.0,0.0,0.0,True,False,0.227436972937,True,0.519454831374,True,0.501047511235
1.0,0.0,4.0,2.0,12.0,0.0,0.0,True,False,0.227436972937,True,0.519454831374,True,0.501047511235
1.0,0.0,4.0,2.0,12.0,0.0,0.0,True,False,0.227436972937,True,0.519454831374,True,0.501047511235
1.0,0.0,4.0,2.0,12.0,0.0,0.0,True,False,0.227436972937,True,0.519454831374,True,0.501047511235
1.0,0.0,4.0,2.0,12.0,0.0,0.0,True,False,0.227436972937,True,0.519454831374,True,0.501047511235
1.0,0.0,4.0,2.0,12.0,0.0,0.0,True,False,0.227436972937,True,0.519454831374,True,0.501047511235
