dit,cbo,rfc,ca,moa,ic,max_cc,buggy,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob
2.0,9.0,10.0,8.0,0.0,0.0,3.0,False,False,0.0802773863638,False,0.1,False,0.0675734904689
3.0,3.0,10.0,3.0,0.0,1.0,1.0,False,False,0.0253500726191,False,0.0,False,0.0310885101998
4.0,0.0,8.0,0.0,0.0,0.0,0.0,False,False,0.00783843488619,False,0.0,False,0.135825760872
4.0,0.0,8.0,0.0,0.0,0.0,0.0,False,False,0.00783843488619,False,0.0,False,0.135825760872
1.0,5.0,38.0,4.0,0.0,0.0,12.0,False,False,0.331586504437,False,0.0,False,0.0891874548241
2.0,9.0,34.0,0.0,2.0,0.0,1.0,False,False,0.190052919336,False,0.2,False,0.487539521449
3.0,4.0,32.0,2.0,0.0,0.0,1.0,False,False,0.0166318476831,False,0.0,False,0.0501786625311
1.0,7.0,38.0,5.0,1.0,0.0,4.0,False,False,0.125617216289,False,0.0,False,0.0580385900921
2.0,7.0,8.0,3.0,0.0,0.0,1.0,False,False,0.0459897600963,False,0.0,False,0.149650899771
1.0,14.0,38.0,7.0,3.0,0.0,1.0,False,False,0.479642268759,False,0.2,False,0.35164071964
2.0,12.0,6.0,11.0,1.0,0.0,1.0,False,False,0.228433129404,False,0.1,False,0.253484681002
4.0,0.0,4.0,0.0,0.0,0.0,0.0,False,False,0.00438296912059,False,0.115384615385,False,0.128925247306
1.0,5.0,75.0,0.0,1.0,0.0,7.0,False,False,0.40867407522,False,0.0,False,0.0208409939815
1.0,7.0,21.0,2.0,3.0,0.0,1.0,False,False,0.205424528945,False,0.0,False,0.0767273772143
3.0,4.0,27.0,0.0,0.0,1.0,1.0,False,False,0.038229353612,False,0.0,False,0.0524979051754
1.158787,14.952188,46.694766,1.897476,0.809488,0.0,2.687788,True,True,0.855414090859,True,0.9,True,0.900512580982
2.0,3.0,11.0,2.0,1.0,1.0,1.0,False,False,0.0390975512362,False,0.0,False,0.0361854069307
2.0,3.0,20.0,3.0,0.0,0.0,3.0,False,False,0.0216542497211,False,0.1,False,0.0780975979925
1.0,7.0,24.0,7.0,0.0,0.0,4.0,False,False,0.0763761425886,False,0.0,False,0.180842653492
1.0,0.97943,7.406436,4.530078,0.0,0.0,0.306289,True,False,0.348736143889,True,0.7,True,0.572033430235
3.0,1.0,15.0,1.0,0.0,0.0,1.0,False,False,0.00861236370415,False,0.1,False,0.0676536028315
1.0,0.0,15.0,0.0,0.0,0.0,1.0,False,False,0.0210108869015,False,0.0,False,0.0640529531646
4.0,5.0,5.0,1.0,0.0,0.0,1.0,False,False,0.013517353628,False,0.0,False,0.0504630540563
4.0,5.0,5.0,1.0,0.0,0.0,1.0,False,False,0.013517353628,False,0.0,False,0.0504630540563
4.0,5.0,5.0,1.0,0.0,0.0,1.0,False,False,0.013517353628,False,0.0,False,0.0504630540563
4.0,5.0,5.0,1.0,0.0,0.0,1.0,False,False,0.013517353628,False,0.0,False,0.0504630540563
4.0,5.0,5.0,1.0,0.0,0.0,1.0,False,False,0.013517353628,False,0.0,False,0.0504630540563
1.0,2.0,13.0,1.0,1.0,0.0,5.0,False,False,0.370074550262,False,0.1,False,0.214633980367
1.0,4.0,22.0,4.0,0.0,0.0,1.0,False,False,0.0351734798963,False,0.1,False,0.157909795792
1.0,2.0,13.0,0.0,0.0,0.0,6.0,False,False,0.375045812022,False,0.1,False,0.457414157243
2.0,2.0,4.0,2.0,0.0,0.0,2.0,False,False,0.0168026591367,False,0.1,False,0.263514488156
2.0,12.073615,43.340557,0.0,1.0,0.0,2.335886,True,True,0.639190232421,True,0.9,True,0.838486904427
1.328619,4.367032,29.842375,1.337544,0.918773,0.050178,1.221516,True,False,0.385007953828,False,0.5,True,0.599602388154
1.0,7.0,60.0,1.0,1.0,0.0,11.0,False,False,0.443877012337,False,0.1,False,0.0819786978638
4.0,2.0,4.0,1.0,0.0,0.0,0.0,True,False,0.0062330370617,False,0.2,False,0.226307303211
1.76043,16.416251,88.914408,3.873426,2.709944,0.03829,9.720872,True,True,0.914210768059,True,1.0,True,0.900793950697
4.0,3.0,3.0,1.0,0.0,0.0,1.0,False,False,0.00827776418582,False,0.0,False,0.0601619451166
4.0,3.0,3.0,1.0,0.0,0.0,1.0,False,False,0.00827776418582,False,0.0,False,0.0601619451166
1.0,12.0,11.0,10.0,0.0,0.0,1.0,False,False,0.223234632554,False,0.2,False,0.0960671407834
2.0,1.0,2.0,0.0,0.0,0.0,0.0,False,False,0.0155200766595,False,0.121052631579,False,0.429028624335
3.0,3.0,30.0,0.0,1.0,1.0,1.0,False,False,0.0312097814523,False,0.0,False,0.0684322266875
1.0,2.0,5.0,1.0,1.0,0.0,1.0,False,False,0.0289969558451,False,0.0,False,0.0842883686582
1.0,5.0,22.0,1.0,1.0,0.0,4.0,False,False,0.0689241047722,False,0.0,False,0.0922989090471
1.0,4.0,28.0,2.0,0.0,0.0,7.0,False,False,0.0676744431632,False,0.0,False,0.0736328889591
1.0,9.0,36.0,1.0,0.0,0.0,1.0,False,False,0.149954970001,False,0.3,False,0.494695430143
1.0,10.0,1.0,9.0,0.0,0.0,1.0,False,False,0.121052063351,False,0.0,False,0.0664728212687
1.0,2.0,21.0,2.0,0.0,0.0,7.0,False,False,0.0405552150255,False,0.0,False,0.159966875595
2.0,2.0,4.0,1.0,0.0,0.0,1.0,False,False,0.0180526965398,False,0.0,False,0.181195485557
2.0,2.0,4.0,1.0,0.0,0.0,1.0,False,False,0.0180526965398,False,0.0,False,0.181195485557
2.0,2.0,4.0,1.0,0.0,0.0,1.0,False,False,0.0180526965398,False,0.0,False,0.181195485557
2.0,4.0,23.0,1.0,0.0,1.0,1.0,False,False,0.0551924072632,False,0.0,False,0.0780294837574
2.0,4.0,23.0,1.0,0.0,1.0,1.0,False,False,0.0551924072632,False,0.0,False,0.0780294837574
2.0,4.0,23.0,1.0,0.0,1.0,1.0,False,False,0.0551924072632,False,0.0,False,0.0780294837574
1.0,5.0,16.0,1.0,0.0,0.0,5.0,False,False,0.0673115178763,False,0.2,False,0.221674284366
2.649923,2.339622,8.283046,1.875197,0.512908,0.0,0.302198,True,False,0.345482678249,True,0.9,True,0.541047003077
2.0,12.0,35.0,1.0,2.0,0.0,1.0,True,True,0.643918926401,True,0.7,True,0.516478940825
2.0,9.0,13.0,8.0,0.0,0.0,5.0,False,False,0.422779265533,False,0.0,False,0.0723088564721
2.0,9.0,33.0,0.0,1.0,0.0,3.0,False,False,0.1291009402,False,0.2,False,0.132313959595
1.0,2.0,23.0,1.0,1.0,0.0,2.0,False,False,0.0332162107605,False,0.0,False,0.394013928878
2.0,0.0,20.0,0.0,2.0,0.0,2.0,False,False,0.0195551616744,False,0.1,False,0.102434530103
2.0,10.0,15.0,1.0,0.0,0.0,1.0,False,False,0.107595041421,False,0.3,False,0.429312710649
1.0,2.829599,22.312318,1.0,1.0,0.0,2.397088,True,False,0.373531814624,False,0.2,False,0.477793854299
1.0,2.0,28.0,1.0,1.0,0.0,2.0,True,False,0.368330629815,False,0.0,False,0.405433001438
3.0,2.0,22.0,1.0,1.0,1.0,2.0,False,False,0.355335367514,False,0.1,False,0.201107295004
3.0,3.0,24.0,1.0,0.0,1.0,3.0,False,False,0.0288498216592,False,0.0,False,0.0438628830809
1.0,5.0,25.0,0.0,1.0,0.0,7.0,False,False,0.098337616599,False,0.0,False,0.0124037054609
2.626597,12.211169,27.744048,0.697518,0.0,0.161886,1.0,True,False,0.475951665457,True,0.9,True,0.683266128911
2.0,7.0,33.0,2.0,1.0,0.0,8.0,False,False,0.139699327888,False,0.0,False,0.0292298803721
1.0,0.0,8.0,0.0,0.0,0.0,0.0,False,False,0.0196740280324,False,0.0111111111111,False,0.225585147161
1.641301,1.229383,3.473066,0.834243,0.0,0.0,0.0,True,False,0.352710939402,True,0.9,True,0.89017637202
2.0,3.0,8.0,3.0,0.0,0.0,3.0,False,False,0.0206479999263,False,0.1,False,0.100333813656
2.831409,8.989939,22.097622,0.481513,0.206832,0.550152,2.942785,True,False,0.426187874977,False,0.4,True,0.716283550037
1.0,11.0,7.0,10.0,1.0,0.0,1.0,False,False,0.210240089776,False,0.2,False,0.13848724456
1.0,3.0,27.0,1.0,0.0,0.0,6.0,False,False,0.0505381655696,False,0.2,False,0.45902888052
2.0,2.0,21.0,1.0,1.0,0.0,3.0,False,False,0.0244288377272,False,0.1,False,0.264557310029
3.0,3.0,24.0,0.0,1.0,1.0,1.0,False,False,0.0316741959351,False,0.0,False,0.0508268374003
1.0,1.0,16.0,1.0,0.0,0.0,5.0,False,False,0.0277439972429,False,0.0,False,0.145857652638
1.0,8.0,16.0,8.0,0.0,0.0,1.0,False,False,0.411123135232,False,0.1,False,0.33187763844
3.0,2.0,11.0,1.0,1.0,1.0,1.0,False,False,0.0203736853257,False,0.0,False,0.0437772852418
1.0,1.0,15.0,0.0,0.0,0.0,1.0,False,False,0.0282484440355,False,0.0,False,0.0292200884082
2.0,2.0,7.0,2.0,0.0,0.0,3.0,False,False,0.0181129957133,False,0.0,False,0.0681079321394
1.0,5.0,15.0,5.0,1.0,0.0,1.0,False,False,0.0459153683369,False,0.3,False,0.229217102881
1.0,5.0,16.0,1.0,0.0,0.0,1.0,False,False,0.0609706066713,False,0.0,False,0.172521447231
1.0,16.0,32.0,5.0,2.0,0.0,2.0,False,True,0.547794763338,False,0.4,False,0.387435090644
2.0,0.0,35.0,0.0,0.0,0.0,6.0,False,False,0.0242217829764,False,0.0,False,0.0392717378331
2.0,8.0,13.0,1.0,1.0,0.0,1.0,False,False,0.0830537979847,False,0.0,False,0.107379598583
2.0,2.0,8.0,2.0,0.0,0.0,3.0,False,False,0.0182194362698,False,0.0,False,0.0713857405746
2.0,2.0,6.0,2.0,0.0,0.0,3.0,False,False,0.0180123362278,False,0.0,False,0.0645732019764
1.0,12.0,49.0,3.0,2.0,0.0,5.0,False,False,0.494231924883,False,0.5,False,0.437086505834
4.0,4.0,5.0,1.0,0.0,1.0,1.0,False,False,0.0192275987271,False,0.0,False,0.100955792941
4.0,4.0,5.0,1.0,0.0,1.0,1.0,False,False,0.0192275987271,False,0.0,False,0.100955792941
4.0,4.0,5.0,1.0,0.0,1.0,1.0,False,False,0.0192275987271,False,0.0,False,0.100955792941
4.0,4.0,5.0,1.0,0.0,1.0,1.0,False,False,0.0192275987271,False,0.0,False,0.100955792941
3.0,8.0,29.0,2.0,0.0,0.0,1.0,False,False,0.048207085797,False,0.3,False,0.159046015258
3.0,4.0,2.0,4.0,0.0,0.0,0.0,False,False,0.345625542173,True,0.7,False,0.385778004525
1.0,2.0,11.0,0.0,0.0,0.0,3.0,False,False,0.0354171981111,False,0.0,False,0.0301411118372
4.0,4.0,6.0,1.0,0.0,1.0,1.0,False,False,0.0193356108478,False,0.0,False,0.100955792941
4.0,4.0,6.0,1.0,0.0,1.0,1.0,False,False,0.0193356108478,False,0.0,False,0.100955792941
1.0,1.0,7.0,1.0,0.0,0.0,1.0,False,False,0.0238611264005,False,0.0,False,0.0455711806852
4.0,4.0,6.0,1.0,0.0,1.0,1.0,False,False,0.0193356108478,False,0.0,False,0.100955792941
4.0,4.0,6.0,1.0,0.0,1.0,1.0,False,False,0.0193356108478,False,0.0,False,0.100955792941
1.0,12.0,8.0,10.0,0.0,0.0,1.0,False,False,0.227146405192,False,0.0,False,0.304331105815
1.0,9.0,13.0,9.0,0.0,0.0,1.0,False,False,0.434900263144,False,0.1,False,0.308069732354
1.0,10.0,43.0,3.0,3.0,0.0,3.0,False,False,0.449993358867,False,0.3,True,0.562890859962
1.0,3.0,15.0,3.0,0.0,0.0,1.0,False,False,0.0315989467761,False,0.0,False,0.106692753784
1.0,7.0,9.0,2.0,0.0,0.0,1.0,False,False,0.0802599415948,False,0.0,False,0.320431163968
3.0,4.0,8.0,1.0,0.0,1.0,1.0,False,False,0.03065623659,False,0.0,False,0.087392694562
2.0,2.0,11.0,1.0,0.0,0.0,1.0,False,False,0.0201012658524,False,0.0,False,0.203026008862
1.0,12.0,6.0,9.0,0.0,0.0,1.0,False,False,0.209057287198,False,0.0,False,0.135006490484
3.0,4.0,8.0,1.0,0.0,1.0,1.0,False,False,0.03065623659,False,0.0,False,0.087392694562
1.0,1.0,15.0,1.0,0.0,0.0,1.0,False,False,0.02511501317,False,0.0,False,0.132740062783
1.0,9.0,18.0,2.0,1.0,0.0,1.0,False,False,0.135294174202,False,0.1,False,0.152581315482
1.0,11.0,38.0,0.0,1.0,0.0,3.0,False,True,0.629697295353,False,0.5,False,0.482556864169
1.0,3.0,27.0,1.0,0.0,0.0,1.0,False,False,0.0433776611479,False,0.0,False,0.146764023269
1.0,4.026262,12.250418,1.696808,0.0,0.0,5.10493,True,False,0.0488147127802,False,0.1,False,0.0784615065924
2.097467,1.989806,3.958505,0.677395,0.0,0.0,0.0,True,False,0.352215738696,False,0.5,True,0.71622417443
3.0,2.0,4.0,2.0,0.0,0.0,0.0,False,False,0.343275242921,False,0.2,False,0.492539945747
2.0,6.0,19.0,0.0,0.0,0.0,1.0,False,False,0.0586271305882,False,0.1,False,0.0689988717159
1.0,2.0,7.0,2.0,0.0,0.0,1.0,False,False,0.0266639073083,False,0.0,False,0.0471060218955
2.0,2.0,12.0,1.0,0.0,0.0,1.0,False,False,0.0202349269412,False,0.0,False,0.240417840808
1.0,0.0,7.0,0.0,1.0,0.0,1.0,False,False,0.0228972625566,False,0.0,False,0.0468217489084
3.0,2.0,8.0,2.0,1.0,0.0,1.0,False,False,0.010755882547,False,0.0,False,0.0501608487231
2.0,8.0,25.0,6.0,0.0,0.0,2.0,False,False,0.0648208706434,False,0.1,False,0.177744340828
1.0,1.0,14.0,0.0,0.0,0.0,1.0,False,False,0.0280568759238,False,0.0,False,0.0312615566416
1.0,1.0,14.0,0.0,0.0,0.0,1.0,False,False,0.0280568759238,False,0.0,False,0.0312615566416
1.0,6.0,20.0,2.0,3.0,0.0,1.0,False,False,0.189259868029,False,0.2,False,0.072531008512
1.803455,6.099284,24.594279,1.0,1.993251,0.0,2.70614,True,False,0.424769470681,False,0.3,False,0.34953748871
1.0,4.0,35.0,2.0,2.0,0.0,3.0,False,False,0.0938360487325,False,0.2,False,0.130018857308
2.0,7.0,22.0,1.0,0.0,0.0,1.0,False,False,0.0671678339961,False,0.1,False,0.144884869833
1.0,7.0,17.0,0.0,2.0,0.0,3.0,False,False,0.132399889816,False,0.1,False,0.159915914563
2.970026,2.899971,4.0,3.64646,0.0,0.0,0.0,True,False,0.343452261441,True,0.6,True,0.646952357777
1.0,5.0,17.0,4.0,0.0,0.0,6.0,False,False,0.054914142046,False,0.0,False,0.0758341853686
1.0,3.0,29.0,0.0,2.0,0.0,6.0,False,False,0.0946655275941,False,0.2,False,0.180909750343
3.0,1.0,2.0,0.0,0.0,0.0,0.0,False,False,0.0132490556939,False,0.0,False,0.241478255367
3.0,1.0,2.0,0.0,0.0,0.0,0.0,False,False,0.0132490556939,False,0.0,False,0.241478255367
1.0,5.0,29.0,2.0,0.0,0.0,1.0,False,False,0.0592645825815,False,0.2,False,0.25699157747
2.0,3.0,11.0,2.0,0.0,0.0,2.0,False,False,0.0261271103314,False,0.1,False,0.139444156673
2.0,7.0,19.0,0.0,1.0,0.0,1.0,False,False,0.0816741437021,False,0.0,False,0.0773836297343
2.0,3.0,26.0,1.0,1.0,0.0,3.0,False,False,0.0372013359161,False,0.0,False,0.175488592451
1.0,1.0,11.0,0.0,0.0,0.0,1.0,False,False,0.027166203899,False,0.0,False,0.0255961781061
2.0,5.0,13.0,1.0,0.0,0.0,1.0,False,False,0.0440738454755,False,0.1,False,0.0473720264311
2.0,5.0,8.0,1.0,0.0,0.0,1.0,False,False,0.0428837258095,False,0.0,False,0.0427807888247
1.0,5.0,8.0,0.0,0.0,0.0,1.0,False,False,0.0617047692365,False,0.0,False,0.0185622743852
1.0,1.0,5.0,1.0,1.0,0.0,1.0,False,False,0.0252829007568,False,0.0,False,0.0319304473849
2.0,4.0,7.0,1.0,0.0,0.0,1.0,False,False,0.034431247831,False,0.0,False,0.0381196129444
1.0,11.0,6.0,8.0,0.0,0.0,1.0,False,False,0.140999928343,False,0.0,False,0.19632396342
2.302388,1.137634,3.966779,0.198486,0.0,0.0,0.0,True,False,0.0174602435448,False,0.2,True,0.702023918898
3.0,0.0,4.0,0.0,0.0,0.0,1.0,False,False,0.0108974068657,False,0.0,False,0.0698026539192
2.0,5.0,11.0,1.0,0.0,0.0,1.0,False,False,0.0435666622031,False,0.0,False,0.0348322437798
3.0,0.0,4.0,0.0,0.0,0.0,1.0,False,False,0.0108974068657,False,0.0,False,0.0698026539192
1.0,9.0,2.0,9.0,0.0,0.0,1.0,False,False,0.0891110587464,False,0.0,False,0.0172478944781
1.0,6.0,17.0,6.0,0.0,0.0,1.0,False,False,0.0482942879568,False,0.0,False,0.0834389527469
2.0,3.0,15.0,2.0,0.0,0.0,6.0,False,False,0.366047117772,False,0.0,False,0.272426646903
2.0,3.0,15.0,2.0,0.0,0.0,6.0,False,False,0.366047117772,False,0.0,False,0.272426646903
2.0,3.0,4.0,3.0,1.0,0.0,1.0,False,False,0.0242959432031,False,0.0,False,0.0920611674281
3.0,0.0,7.0,0.0,0.0,0.0,1.0,False,False,0.0110645962032,False,0.0,False,0.0665278243012
1.0,3.0,21.0,2.0,1.0,0.0,2.0,False,False,0.0400039611089,False,0.1,False,0.277827308912
1.0,3.0,21.0,3.0,0.0,0.0,4.0,False,False,0.0363645670129,False,0.0,False,0.0184332476535
1.0,5.0,7.0,4.0,1.0,0.0,0.0,False,False,0.377861856147,False,0.5,True,0.587779492263
1.0,0.0,12.0,0.0,2.0,0.0,4.0,False,False,0.0343883682546,False,0.0,False,0.0189842239356
1.0,10.0,17.0,2.0,1.0,0.0,1.0,False,False,0.153052941598,False,0.1,False,0.218297165949
1.0,3.0,11.0,2.0,0.0,0.0,1.0,False,False,0.0334033278837,False,0.0,False,0.0649772597006
1.0,8.0,6.0,7.0,1.0,0.0,2.0,False,False,0.080712351145,False,0.1,False,0.255910578139
1.0,8.0,19.0,8.0,1.0,0.0,4.0,False,False,0.108869594381,False,0.0,False,0.174078663231
1.0,3.35272,7.951095,3.0844,0.0,0.0,1.95384,True,False,0.365861937493,False,0.1,False,0.158849888747
3.0,3.0,8.0,1.0,0.0,0.0,2.0,False,False,0.0198812718786,False,0.1,False,0.104549694006
1.0,4.0,4.0,4.0,2.0,0.0,2.0,False,False,0.0512235775482,False,0.2,False,0.209695468578
2.0,2.0,8.0,1.0,2.0,0.0,3.0,False,False,0.0332262770506,False,0.0,False,0.0229718252721
2.0,10.0,31.0,5.0,1.0,0.0,3.0,False,False,0.158422779298,False,0.0,False,0.242408041129
1.0,3.0,5.0,3.0,0.0,0.0,3.0,False,False,0.0310424760901,False,0.1,False,0.0818697517735
1.0,8.0,37.0,6.0,0.0,0.0,4.0,False,False,0.13381059552,False,0.0,False,0.0120762798842
1.0,0.0,9.0,0.0,0.0,0.0,1.0,False,False,0.0216952609739,False,0.0,False,0.0782197805737
3.0,5.0,10.0,2.0,0.0,0.0,1.0,False,False,0.02706433442,False,0.0,False,0.0513091831278
3.0,5.0,10.0,2.0,0.0,0.0,1.0,False,False,0.02706433442,False,0.0,False,0.0513091831278
1.0,3.0,31.0,0.0,1.0,0.0,3.0,False,False,0.056049928743,False,0.0,False,0.0540663252601
2.0,1.0,11.0,1.0,0.0,0.0,1.0,False,False,0.0183666800344,False,0.0,False,0.0473214151083
3.0,3.0,8.0,1.0,0.0,0.0,2.0,False,False,0.0198812718786,False,0.1,False,0.104549694006
1.0,5.0,17.0,1.0,2.0,0.0,1.0,False,False,0.076928999926,False,0.0,False,0.118733507976
1.0,3.0,10.0,3.0,0.0,0.0,1.0,False,False,0.0300012379054,False,0.0,False,0.104536005715
2.0,0.0,20.0,0.0,1.0,0.0,5.0,False,False,0.0230808740537,False,0.0,False,0.0287469761677
1.0,2.362265,14.556049,0.982675,0.876458,0.0,0.362094,True,False,0.368016824345,False,0.5,True,0.616514301951
1.0,2.0,3.0,2.0,0.0,0.0,0.0,False,False,0.0253935658075,False,0.1,False,0.14907690437
3.0,3.0,3.0,1.0,0.0,0.0,1.0,False,False,0.0189142414228,False,0.0,False,0.0221508912342
1.0,3.0,8.0,1.0,0.0,0.0,1.0,False,False,0.0365931277449,False,0.0,False,0.0645104635153
1.0,1.0,7.0,1.0,0.0,0.0,1.0,False,False,0.023741122617,False,0.0,False,0.0535022885785
1.0,0.0,16.0,0.0,0.0,0.0,2.0,False,False,0.356604713361,False,0.0,False,0.0868859779627
1.0,0.0,16.0,0.0,0.0,0.0,2.0,False,False,0.356604713361,False,0.0,False,0.0868859779627
1.0,0.0,24.0,0.0,0.0,0.0,3.0,False,False,0.0257587867617,False,0.0,False,0.0338432249371
3.0,4.0,4.0,1.0,0.0,0.0,1.0,False,False,0.0238100674818,False,0.1,False,0.1228649809
2.0,3.0,6.0,1.0,1.0,0.0,1.0,False,False,0.0296063609757,False,0.0,False,0.0503278080025
1.0,5.40743,6.251915,5.558184,0.0,0.0,0.817983,True,False,0.373242398812,False,0.3,True,0.518219081862
2.0,6.0,17.0,1.0,0.0,0.0,1.0,False,False,0.055817277517,False,0.0,False,0.107542449717
1.0,1.0,2.0,1.0,0.0,0.0,0.0,False,False,0.0227383845182,False,0.0,False,0.109668511805
1.0,9.0,20.0,5.0,1.0,0.0,5.0,False,False,0.141138896829,False,0.1,False,0.0392137877032
1.08841,4.319709,7.029658,2.442298,0.0,0.0,0.807272,True,False,0.373882700274,True,0.6,True,0.635669832797
3.0,3.0,4.0,1.0,0.0,0.0,1.0,False,False,0.0185669483963,False,0.0,False,0.0658061782583
1.0,6.0,1.0,5.0,0.0,0.0,1.0,False,False,0.0453406223526,False,0.1,False,0.0208860732629
1.0,0.0,10.0,0.0,2.0,0.0,2.0,False,False,0.029594235146,False,0.0,False,0.0019847460809
1.0,5.0,4.0,4.0,0.0,0.0,0.0,True,False,0.0389892832766,True,0.6,False,0.422638630486
1.0,4.0,11.0,3.0,0.0,0.0,1.0,False,False,0.0364047057089,False,0.0,False,0.140760556415
1.0,1.0,11.0,1.0,0.0,0.0,1.0,False,False,0.0236093831689,False,0.0,False,0.0205795384999
1.0,3.0,14.0,1.0,0.0,0.0,5.0,False,False,0.376338564253,False,0.3,False,0.390572623605
1.0,2.0,18.0,2.0,1.0,0.0,5.0,False,False,0.0359418983265,False,0.0,False,0.0472641890229
3.0,4.0,9.0,1.0,0.0,0.0,1.0,False,False,0.0238527810297,False,0.0,False,0.0732782786661
1.0,5.0,15.0,1.0,2.0,0.0,6.0,False,False,0.434239235749,False,0.2,False,0.278354042922
2.0,0.0,13.0,0.0,1.0,0.0,1.0,False,False,0.0176178436657,False,0.0,False,0.0158955511149
2.0,2.0,10.0,1.0,2.0,0.0,3.0,False,False,0.0328916853777,False,0.0,False,0.036568680485
1.0,2.0,41.0,1.0,0.0,0.0,4.0,False,False,0.0487028889008,False,0.0,False,0.16821083374
3.0,5.0,8.0,2.0,0.0,0.0,1.0,False,False,0.0261771061115,False,0.0,False,0.0238644053756
1.0,8.0,26.0,3.0,1.0,0.0,4.0,False,False,0.119210889109,False,0.0,False,0.268591179211
1.0,0.0,2.0,0.0,0.0,0.0,0.0,False,False,0.0200155240083,False,0.0,False,0.00773914027742
1.0,3.0,36.0,1.0,1.0,0.0,6.0,False,False,0.0711441913238,False,0.1,False,0.217014937036
1.0,2.0,2.0,2.0,0.0,0.0,0.0,False,False,0.0246185147503,False,0.0,False,0.00837007180471
1.0,8.0,26.0,7.0,0.0,0.0,5.0,False,False,0.105011259571,False,0.0,False,0.0838585812677
1.0,0.0,2.0,0.0,0.0,0.0,0.0,False,False,0.0200155240083,False,0.0,False,0.00773914027742
1.0,1.0,10.0,1.0,0.0,0.0,2.0,False,False,0.0242101103064,False,0.0,False,0.113755867774
1.0,4.0,7.0,1.0,2.0,0.0,2.0,False,False,0.0590054810878,False,0.0,False,0.129966852363
2.0,8.0,16.0,1.0,1.0,0.0,1.0,False,False,0.421624337372,False,0.2,False,0.346434170295
1.0,7.0,10.0,6.0,0.0,0.0,1.0,False,False,0.0547619706263,False,0.5,True,0.592105871685
1.0,1.0,11.0,1.0,0.0,0.0,3.0,False,False,0.0252363885302,False,0.0,False,0.131799685707
2.0,6.0,12.0,2.0,1.0,0.0,1.0,False,False,0.0517227851348,False,0.0,False,0.0434657186941
1.0,6.0,11.0,1.0,0.0,0.0,2.0,False,False,0.0698993016446,False,0.1,False,0.0914776145887
1.0,0.0,11.0,0.0,0.0,0.0,1.0,False,False,0.0213594003551,False,0.0,False,0.00367616508348
1.0,5.0,1.0,4.0,0.0,0.0,1.0,False,False,0.0395190962943,False,0.1,False,0.0210048114418
1.0,5.0,1.0,4.0,0.0,0.0,1.0,False,False,0.0395190962943,False,0.1,False,0.0210048114418
1.0,0.0,2.0,0.0,0.0,0.0,0.0,True,False,0.0200155240083,False,0.0,False,0.00773914027742
1.0,0.0,7.0,0.0,0.0,0.0,1.0,False,False,0.0209385778017,False,0.0,False,0.00817353351522
1.0,0.0,7.0,0.0,0.0,0.0,1.0,False,False,0.0209385778017,False,0.0,False,0.00817353351522
1.0,1.0,2.0,1.0,0.0,0.0,0.0,False,False,0.0221405769092,False,0.0,False,0.033875093112
1.0,4.0,12.0,3.0,0.0,0.0,1.0,False,False,0.0366106554039,False,0.1,False,0.0890806949393
2.0,3.0,9.0,1.0,1.0,0.0,2.0,False,False,0.0302859283319,False,0.1,False,0.122876365537
1.0,1.0,12.0,0.0,0.0,0.0,1.0,False,False,0.0266518119645,False,0.0,False,0.00320556365127
1.0,0.0,2.0,0.0,0.0,0.0,0.0,False,False,0.0200155240083,False,0.0,False,0.00773914027742
1.0,6.0,14.0,2.0,2.0,0.0,1.0,False,False,0.0844674202692,False,0.0,False,0.080154623793
1.0,0.0,2.0,0.0,0.0,0.0,0.0,True,False,0.0200155240083,False,0.0,False,0.00773914027742
2.0,6.0,8.0,0.0,0.0,0.0,1.0,False,False,0.0580675193836,False,0.0,False,0.00782446677758
1.0,0.0,2.0,0.0,0.0,0.0,0.0,False,False,0.0200155240083,False,0.0,False,0.00773914027742
1.0,0.0,2.0,0.0,0.0,0.0,0.0,True,False,0.0200155240083,False,0.0,False,0.00773914027742
1.0,0.0,2.0,0.0,0.0,0.0,0.0,False,False,0.0200155240083,False,0.0,False,0.00773914027742
1.0,0.0,2.0,0.0,0.0,0.0,0.0,False,False,0.0200155240083,False,0.0,False,0.00773914027742
1.0,0.0,2.0,0.0,0.0,0.0,0.0,False,False,0.0200155240083,False,0.0,False,0.00773914027742
1.0,0.0,2.0,0.0,0.0,0.0,0.0,False,False,0.0200155240083,False,0.0,False,0.00773914027742
1.0,0.0,2.0,0.0,0.0,0.0,0.0,False,False,0.0200155240083,False,0.0,False,0.00773914027742
1.0,0.0,2.0,0.0,0.0,0.0,0.0,False,False,0.0200155240083,False,0.0,False,0.00773914027742
1.0,0.0,2.0,0.0,0.0,0.0,0.0,False,False,0.0200155240083,False,0.0,False,0.00773914027742
1.0,0.0,2.0,0.0,0.0,0.0,0.0,False,False,0.0200155240083,False,0.0,False,0.00773914027742
1.0,3.013598,3.104392,3.651923,0.0,0.0,0.0,True,False,0.0260237330268,False,0.2,False,0.308456126008
1.0,6.0,7.0,1.0,0.0,0.0,1.0,False,False,0.0668951754525,False,0.0,False,0.0661508333206
2.0,3.0,4.0,0.0,0.0,0.0,1.0,False,False,0.0300635058875,False,0.0,False,0.00600780305562
1.0,0.0,4.0,0.0,0.0,0.0,0.0,False,False,0.020159443452,False,0.0,False,0.0434719632669
