rfc,lcom,ca,npm,lcom3,dam,mfa,cbm,amc,buggy,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob,selectedEnsemble,PredictedEnsemble,DSE_Prediction,DSE_Pred_Prob
32,74,5,13,0.75,0.75,0.44,6,11.941175999999999,True,True,0.9761978575831428,True,1.0,True,0.9170280689618421,AdaBoost,AdaBoost,True,0.9172385946827036
31,43,1,15,0.833333,0.666667,0.575758,5,13.866667000000001,False,True,0.9931462500788858,False,0.4,False,0.3520710574193901,AdaBoost,AdaBoost,False,0.3540679543035758
32,114,2,18,0.8947370000000001,0.5,0.392857,6,16.55,True,True,0.999562694961896,True,1.0,True,0.8418908938033284,AdaBoost,AdaBoost,True,0.8424307508249461
4,6,3,4,2.0,0.0,0.0,0,0.0,False,False,0.0730717713760599,False,0.45,False,0.4396767810016756,AdaBoost,AdaBoost,False,0.4385478448750868
35,37,1,16,0.806723,0.571429,0.42307700000000004,6,14.555556,True,True,0.8284265253753649,True,1.0,True,0.7116878859550074,AdaBoost,AdaBoost,True,0.7121441706861473
35,114,1,18,0.8552629999999999,0.625,0.392857,6,16.55,True,True,0.9995233854745548,True,1.0,True,0.9165278240730099,AdaBoost,AdaBoost,True,0.9168118214570278
35,114,1,18,0.877193,0.555556,0.392857,6,16.55,True,True,0.9995604976918148,True,1.0,True,0.9209037417403654,AdaBoost,AdaBoost,True,0.9211728763452236
4,6,4,4,2.0,0.0,0.0,0,0.0,False,False,0.05518472503649263,False,0.0,False,0.23698536580889315,AdaBoost,AdaBoost,False,0.23634504932034134
17,0,2,6,0.8888889999999999,0.333333,0.772727,5,15.714285999999998,True,True,0.9426200949206276,True,0.8,True,0.5748847531793595,AdaBoost,AdaBoost,True,0.5760960059078993
31,138,2,18,0.827068,0.857143,0.392857,6,13.95,True,True,0.9995680191197232,True,1.0,True,0.8730653275165999,AdaBoost,AdaBoost,True,0.8734982161318875
29,34,2,13,0.854167,0.5,0.612903,5,12.461538000000001,False,True,0.9841243515753124,True,1.0,True,0.7386578769655441,AdaBoost,AdaBoost,True,0.7395022248859624
5,0,1,4,1.125,0.25,0.0,0,5.25,False,False,0.13944343887654384,False,0.3,False,0.3475793507704369,AdaBoost,AdaBoost,False,0.34691960966471946
17,25,2,8,0.8,0.5,0.578947,5,10.272727,True,True,0.9666121550840532,True,1.0,True,0.809002798916694,AdaBoost,AdaBoost,True,0.8095527835684453
33,81,1,16,0.764706,0.8,0.42307700000000004,6,15.833332999999998,True,True,0.9980814281203374,True,1.0,True,0.8078076607828844,AdaBoost,AdaBoost,True,0.8084582377896874
17,36,1,7,1.125,0.0,0.647059,6,6.888889,True,True,0.6532007050921607,True,1.0,True,0.7524372524794006,AdaBoost,AdaBoost,True,0.7522122896500435
17,36,1,7,1.125,0.0,0.647059,6,6.888889,True,True,0.6532007050921607,True,1.0,True,0.7524372524794006,AdaBoost,AdaBoost,True,0.7522122896500435
17,36,2,7,1.125,0.0,0.647059,6,6.888889,True,True,0.6479775218112018,True,1.0,True,0.8442168576940702,AdaBoost,AdaBoost,True,0.843661825180454
15,45,2,10,1.111111,0.333333,0.272727,0,4.6,True,True,0.8927269298155209,True,1.0,True,0.8550220220312497,AdaBoost,AdaBoost,True,0.8551866082743599
14,45,2,10,1.111111,0.5,0.272727,0,4.0,True,True,0.8796154310393355,True,0.8,True,0.8457868533778948,AdaBoost,AdaBoost,True,0.8458761775026223
31,91,1,16,0.776471,0.8,0.42307700000000004,6,15.555556,True,True,0.9986927689283248,True,1.0,True,0.8082554079358366,AdaBoost,AdaBoost,True,0.8089084398624927
34,87,3,12,0.8714290000000001,0.8,0.478261,5,14.0,True,True,0.9781535592250076,True,1.0,True,0.8862045425787545,AdaBoost,AdaBoost,True,0.8865266654792301
25,43,2,9,0.8,0.0,0.578947,6,15.363635999999998,True,True,0.9905235338685492,True,1.0,True,0.8154745243115824,AdaBoost,AdaBoost,True,0.816076392949258
18,45,3,8,1.111111,0.0,0.611111,6,6.8,True,True,0.9824992609926936,True,1.0,True,0.9751458774729728,AdaBoost,AdaBoost,True,0.9751768194833879
41,66,4,15,0.85,0.4,0.44,6,17.470588,True,True,0.9880438523067504,True,0.9,True,0.7398362702453991,AdaBoost,AdaBoost,True,0.7406557079078263
32,72,3,15,0.791667,0.833333,0.44,6,15.235294,True,True,0.99367345891572,True,0.8,True,0.7111742079658028,AdaBoost,AdaBoost,True,0.7120758184598962
18,45,1,8,1.111111,0.0,0.611111,6,7.6,True,True,0.9879837303214326,True,1.0,True,0.8966296734374678,AdaBoost,AdaBoost,True,0.8969586390979345
13,36,2,9,1.125,0.0,0.3,0,5.3333330000000005,True,True,0.6779895110143584,True,0.8,True,0.5631564245993703,AdaBoost,AdaBoost,True,0.5635999357717948
13,36,2,9,1.125,0.0,0.3,0,5.3333330000000005,True,True,0.6779895110143584,True,0.8,True,0.5631564245993703,AdaBoost,AdaBoost,True,0.5635999357717948
13,36,2,9,1.125,0.0,0.3,0,5.6666669999999995,True,True,0.6824722066224772,True,0.8,True,0.5775298383344959,AdaBoost,AdaBoost,True,0.5779360972178491
13,36,2,9,1.125,0.0,0.3,0,5.6666669999999995,True,True,0.6824722066224772,True,0.8,True,0.5775298383344959,AdaBoost,AdaBoost,True,0.5779360972178491
13,36,2,9,1.125,0.0,0.3,0,5.6666669999999995,True,True,0.6824722066224772,True,0.8,True,0.5775298383344959,AdaBoost,AdaBoost,True,0.5779360972178491
13,36,2,9,1.125,0.0,0.3,0,5.6666669999999995,True,True,0.6824722066224772,True,0.8,True,0.5775298383344959,AdaBoost,AdaBoost,True,0.5779360972178491
13,36,2,9,1.125,0.0,0.3,0,5.6666669999999995,True,True,0.6824722066224772,True,0.8,True,0.5775298383344959,AdaBoost,AdaBoost,True,0.5779360972178491
13,36,2,9,1.125,0.0,0.3,0,5.888889,True,True,0.6854031543347329,True,0.8,True,0.5805834379082699,AdaBoost,AdaBoost,True,0.5809889393744301
25,87,2,13,0.803571,0.75,0.478261,6,8.266667,True,True,0.9919724877455512,True,1.0,True,0.9563767617278915,AdaBoost,AdaBoost,True,0.9565055856607984
22,46,2,10,0.818182,0.0,0.55,6,9.5,True,True,0.9894383822346121,True,1.0,True,0.9556980697146956,AdaBoost,AdaBoost,True,0.9558184592933244
21,43,2,9,0.85,0.0,0.578947,6,9.454545,True,True,0.9868668217156008,True,1.0,True,0.9467293877953236,AdaBoost,AdaBoost,True,0.9468756825085178
14,45,2,10,1.111111,0.333333,0.272727,0,4.6,True,True,0.8150443266223933,True,0.9,True,0.8686326091261809,AdaBoost,AdaBoost,True,0.8684686894253747
14,45,2,10,1.111111,0.333333,0.272727,0,5.0,True,True,0.8194388004847527,True,0.9,True,0.8207364307591025,AdaBoost,AdaBoost,True,0.8207551143134351
35,109,1,17,0.8174600000000001,0.857143,0.407407,6,12.578947,True,True,0.9969875512829376,True,0.9,True,0.9029971343616544,AdaBoost,AdaBoost,True,0.9033031637826338
14,45,2,10,1.111111,0.333333,0.272727,0,5.4,True,True,0.8236264060148267,True,0.9,True,0.8185434524939968,AdaBoost,AdaBoost,True,0.8185836133987175
14,45,2,10,1.111111,0.333333,0.272727,0,5.4,True,True,0.8236264060148267,True,0.9,True,0.8185434524939968,AdaBoost,AdaBoost,True,0.8185836133987175
37,88,1,18,0.763158,0.833333,0.392857,6,16.1,True,True,0.9968918537446744,True,1.0,True,0.9341422243224136,AdaBoost,AdaBoost,True,0.934366448372131
28,61,4,11,0.807692,0.5,0.5,5,16.357143,True,True,0.9688056848277332,True,0.9,True,0.5755196306978567,AdaBoost,AdaBoost,True,0.576897005083107
28,111,2,16,0.776471,0.8,0.42307700000000004,6,11.555556,True,True,0.9971097568557026,True,0.9,True,0.9297150672823462,AdaBoost,AdaBoost,True,0.929926264827793
30,107,2,16,0.794118,0.833333,0.42307700000000004,6,13.055556,True,True,0.9965510886460841,True,1.0,True,0.9366903582285564,AdaBoost,AdaBoost,True,0.9369040266933248
13,36,2,9,1.125,0.333333,0.3,0,5.3333330000000005,True,True,0.7051570579813986,True,0.9,True,0.6086101302013209,AdaBoost,AdaBoost,True,0.6090097435464319
24,64,1,11,0.883333,0.6,0.52381,6,9.615385,True,True,0.989459602755543,True,1.0,True,0.8725809088756915,AdaBoost,AdaBoost,True,0.8729994832492005
28,72,1,14,0.933333,0.333333,0.458333,6,14.3125,True,True,0.9963315840424736,True,0.9,True,0.8151269817781148,AdaBoost,AdaBoost,True,0.815743305269628
26,69,4,12,0.74359,0.666667,0.5,6,12.142857000000001,True,True,0.9812406374637196,True,1.0,True,0.9095907976765002,AdaBoost,AdaBoost,True,0.9098505791333521
26,69,4,12,0.74359,0.666667,0.5,6,12.214286,True,True,0.9813125049401572,True,1.0,True,0.9083508918054346,AdaBoost,AdaBoost,True,0.908615562647409
29,43,2,9,0.85,0.5,0.578947,6,12.818182,True,True,0.9573251217599132,True,0.8,True,0.729581479826755,AdaBoost,AdaBoost,True,0.7303413535345842
33,65,2,12,0.74359,0.666667,0.5,6,15.142857000000001,True,True,0.9823508982313721,True,1.0,True,0.7568877012990419,AdaBoost,AdaBoost,True,0.7576844431499253
27,46,1,11,0.777778,0.333333,0.52381,6,14.230769,True,True,0.9889445087552448,True,1.0,True,0.8534285610226207,AdaBoost,AdaBoost,True,0.8539076284449882
32,79,4,13,0.785714,0.666667,0.478261,6,15.533332999999999,True,True,0.9835006526326764,True,1.0,True,0.8156945124730284,AdaBoost,AdaBoost,True,0.8162886622451784
25,77,3,11,0.8615379999999999,0.8,0.5,5,13.785714000000002,True,True,0.9776944921945604,True,0.9,True,0.8502897891633101,AdaBoost,AdaBoost,True,0.8507177591799031
22,46,4,10,0.818182,0.5,0.55,6,9.416667,True,True,0.9627067344482482,True,0.8,True,0.897913230931112,AdaBoost,AdaBoost,True,0.8980993533868586
24,46,0,10,0.818182,0.5,0.55,6,10.583333,True,True,0.9869836091271408,True,1.0,True,0.8472748898907512,AdaBoost,AdaBoost,True,0.8477701608551876
24,46,0,10,0.818182,0.5,0.55,6,10.583333,True,True,0.9869836091271408,True,1.0,True,0.8472748898907512,AdaBoost,AdaBoost,True,0.8477701608551876
24,46,1,10,1.0,0.166667,0.55,6,10.583333,True,True,0.9873362476616656,True,1.0,True,0.8689045783054071,AdaBoost,AdaBoost,True,0.8693238586641053
23,25,3,9,0.8,0.5,0.55,6,15.272727,True,True,0.9563247466526772,True,1.0,True,0.8700881655722059,AdaBoost,AdaBoost,True,0.8704030018790034
21,49,2,9,1.0,0.2,0.578947,6,8.454545,True,True,0.980980890350693,True,1.0,True,0.8978393134305868,AdaBoost,AdaBoost,True,0.8981362524776866
24,46,1,10,0.9818180000000001,0.2,0.55,6,10.583333,True,True,0.9869202248817844,True,1.0,True,0.8694070707192659,AdaBoost,AdaBoost,True,0.8698230376973985
21,49,3,9,0.85,0.5,0.578947,6,8.454545,True,True,0.9662950198651084,True,1.0,True,0.8594559475099838,AdaBoost,AdaBoost,True,0.8598396642212097
21,49,2,9,0.975,0.25,0.578947,6,8.454545,True,True,0.9800314482301524,True,1.0,True,0.9136141790103428,AdaBoost,AdaBoost,True,0.9138525564061006
22,54,2,10,0.9818180000000001,0.2,0.55,6,8.583333,True,True,0.985980392274675,True,1.0,True,0.8884589001549221,AdaBoost,AdaBoost,True,0.8888054014001137
21,49,2,9,0.933333,0.333333,0.578947,6,8.363636,True,True,0.9782345722180074,True,1.0,True,0.9130981685763851,AdaBoost,AdaBoost,True,0.9133326282569708
21,49,2,9,0.933333,0.333333,0.578947,6,8.454545,True,True,0.9783486236003556,True,1.0,True,0.9130981685763851,AdaBoost,AdaBoost,True,0.9133328477837345
21,49,2,9,0.933333,0.333333,0.578947,6,8.454545,True,True,0.9783486236003556,True,1.0,True,0.9130981685763851,AdaBoost,AdaBoost,True,0.9133328477837345
21,49,2,9,0.85,0.5,0.578947,6,8.454545,True,True,0.9745773944887548,True,1.0,True,0.8853831594044507,AdaBoost,AdaBoost,True,0.885703112874451
21,49,2,9,0.85,0.5,0.578947,6,8.454545,True,True,0.9745773944887548,True,1.0,True,0.8853831594044507,AdaBoost,AdaBoost,True,0.885703112874451
21,49,2,9,0.85,0.5,0.578947,6,8.454545,True,True,0.9745773944887548,True,1.0,True,0.8853831594044507,AdaBoost,AdaBoost,True,0.885703112874451
21,43,2,9,0.85,0.5,0.578947,6,8.454545,True,True,0.9711560748323614,True,1.0,True,0.8639505253516834,AdaBoost,AdaBoost,True,0.8643353926038693
22,54,2,10,0.9545450000000001,0.25,0.55,6,8.583333,True,True,0.9852850986687786,True,1.0,True,0.8888241505197104,AdaBoost,AdaBoost,True,0.8891670363919302
23,54,2,10,0.909091,0.333333,0.55,6,8.5,True,True,0.9825678331498026,True,1.0,True,0.8880094394153281,AdaBoost,AdaBoost,True,0.8883464931811956
27,57,1,12,0.769231,0.666667,0.5,6,12.714286,True,True,0.9890052634127784,True,1.0,True,0.8383699903653313,AdaBoost,AdaBoost,True,0.838902528108973
26,57,3,12,0.769231,0.666667,0.5,6,12.714286,True,True,0.9817436478050101,True,1.0,True,0.8500600612684026,AdaBoost,AdaBoost,True,0.850527891928926
24,36,1,10,0.772727,0.5,0.55,6,10.75,True,True,0.9789684200228808,True,1.0,True,0.8406035747033712,AdaBoost,AdaBoost,True,0.8410181582287684
23,66,2,11,0.805556,0.666667,0.52381,6,9.538461999999999,True,True,0.9861995754188144,True,1.0,True,0.9255913625048946,AdaBoost,AdaBoost,True,0.9257701478021491
23,46,2,10,0.818182,0.5,0.55,6,9.0,True,True,0.9765662386993728,True,1.0,True,0.958398581922512,AdaBoost,AdaBoost,True,0.9584576862734134
23,46,2,10,0.818182,0.5,0.55,6,9.0,True,True,0.9765662386993728,True,1.0,True,0.958398581922512,AdaBoost,AdaBoost,True,0.9584576862734134
23,46,2,10,0.818182,0.5,0.55,6,9.0,True,True,0.9765662386993728,True,1.0,True,0.958398581922512,AdaBoost,AdaBoost,True,0.9584576862734134
23,46,2,10,0.818182,0.5,0.55,6,9.0,True,True,0.9765662386993728,True,1.0,True,0.958398581922512,AdaBoost,AdaBoost,True,0.9584576862734134
22,46,3,10,0.818182,0.5,0.55,6,9.5,True,True,0.9721325535613916,True,1.0,True,0.9739434373653324,AdaBoost,AdaBoost,True,0.9739445326622883
22,46,3,10,0.818182,0.5,0.55,6,9.5,True,True,0.9721325535613916,True,1.0,True,0.9739434373653324,AdaBoost,AdaBoost,True,0.9739445326622883
22,46,3,10,0.818182,0.5,0.55,6,9.5,True,True,0.9721325535613916,True,1.0,True,0.9739434373653324,AdaBoost,AdaBoost,True,0.9739445326622883
22,66,2,11,0.805556,0.666667,0.52381,6,9.538461999999999,True,True,0.9873046299217324,True,1.0,True,0.9262529468082872,AdaBoost,AdaBoost,True,0.9264366389494563
21,43,2,9,0.85,0.5,0.578947,6,9.363636,True,True,0.9727595531013769,True,1.0,True,0.9193902679454512,AdaBoost,AdaBoost,True,0.9195546006371039
21,43,2,9,0.85,0.5,0.578947,6,9.363636,True,True,0.9727595531013769,True,1.0,True,0.9193902679454512,AdaBoost,AdaBoost,True,0.9195546006371039
24,56,2,11,0.777778,0.666667,0.52381,6,9.615385,True,True,0.9816141923007198,True,1.0,True,0.9006863241738068,AdaBoost,AdaBoost,True,0.9009301151932133
21,43,2,9,0.85,0.5,0.578947,6,9.454545,True,True,0.9729000422011184,True,1.0,True,0.9193902679454512,AdaBoost,AdaBoost,True,0.9195552056612658
24,46,1,10,0.818182,0.5,0.55,6,10.583333,True,True,0.9825905219085932,True,1.0,True,0.9281960899793884,AdaBoost,AdaBoost,True,0.928360506039314
24,46,1,10,0.818182,0.5,0.55,6,10.583333,True,True,0.9825905219085932,True,1.0,True,0.9281960899793884,AdaBoost,AdaBoost,True,0.928360506039314
24,46,1,10,0.818182,0.5,0.55,6,10.583333,True,True,0.9825905219085932,True,1.0,True,0.9281960899793884,AdaBoost,AdaBoost,True,0.928360506039314
24,46,1,10,0.818182,0.5,0.55,6,10.583333,True,True,0.9825905219085932,True,1.0,True,0.9281960899793884,AdaBoost,AdaBoost,True,0.928360506039314
24,46,1,10,0.818182,0.5,0.55,6,10.583333,True,True,0.9825905219085932,True,1.0,True,0.9281960899793884,AdaBoost,AdaBoost,True,0.928360506039314
24,69,2,12,0.769231,0.666667,0.5,6,9.857142999999999,True,True,0.9896279132784541,True,1.0,True,0.9308517638405776,AdaBoost,AdaBoost,True,0.9310285105914892
22,54,2,10,0.818182,0.5,0.55,6,8.583333,True,True,0.9814396334493426,True,1.0,True,0.9653116951252974,AdaBoost,AdaBoost,True,0.9653637230263146
22,54,2,10,0.818182,0.5,0.55,6,8.583333,True,True,0.9814396334493426,True,1.0,True,0.9653116951252974,AdaBoost,AdaBoost,True,0.9653637230263146
22,54,2,10,0.818182,0.5,0.55,6,8.583333,True,True,0.9814396334493426,True,1.0,True,0.9653116951252974,AdaBoost,AdaBoost,True,0.9653637230263146
22,46,2,10,0.818182,0.5,0.55,6,9.416667,True,True,0.9789041925743796,True,1.0,True,0.9589396846555076,AdaBoost,AdaBoost,True,0.9590023191985144
22,46,2,10,0.818182,0.5,0.55,6,9.416667,True,True,0.9789041925743796,True,1.0,True,0.9589396846555076,AdaBoost,AdaBoost,True,0.9590023191985144
22,46,2,10,0.818182,0.5,0.55,6,9.5,True,True,0.9790059323648204,True,1.0,True,0.9589396846555076,AdaBoost,AdaBoost,True,0.9590025998214697
