cbo,mfa,buggy,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob,selectedEnsemble,PredictedEnsemble,DSE_Prediction,DSE_Pred_Prob
2,0.0,True,True,0.5784855895113168,True,0.9534141196967284,True,0.5181482407974617,RandomForest,RandomForest,True,0.9449185044342108
2,0.0,True,True,0.5784855895113168,True,0.9534141196967284,True,0.5181482407974617,RandomForest,RandomForest,True,0.9449185044342108
0,0.0,False,False,0.10386261181090536,False,0.07687615747404984,False,0.4871489791409985,RandomForest,RandomForest,False,0.07934026461708751
0,0.0,False,False,0.10386261181090536,False,0.07687615747404984,False,0.4871489791409985,RandomForest,RandomForest,False,0.07934026461708751
0,0.0,False,False,0.10386261181090536,False,0.07687615747404984,False,0.4871489791409985,RandomForest,RandomForest,False,0.07934026461708751
0,0.0,False,False,0.10386261181090536,False,0.07687615747404984,False,0.4871489791409985,RandomForest,RandomForest,False,0.07934026461708751
1,0.0,False,False,0.3423098398789886,True,0.6842676767676767,True,0.5007228954525911,Voting,RandomForest,True,0.677562527747375
0,0.0,False,False,0.10386261181090536,False,0.07687615747404984,False,0.4871489791409985,RandomForest,RandomForest,False,0.07934026461708751
0,0.0,False,False,0.10386261181090536,False,0.07687615747404984,False,0.4871489791409985,RandomForest,RandomForest,False,0.07934026461708751
0,0.0,False,False,0.10386261181090536,False,0.07687615747404984,False,0.4871489791409985,RandomForest,RandomForest,False,0.07934026461708751
2,0.0,True,True,0.5784855895113168,True,0.9534141196967284,True,0.5181482407974617,RandomForest,RandomForest,True,0.9449185044342108
2,0.0,True,True,0.5784855895113168,True,0.9534141196967284,True,0.5181482407974617,RandomForest,RandomForest,True,0.9449185044342108
2,0.0,True,True,0.5784855895113168,True,0.9534141196967284,True,0.5181482407974617,RandomForest,RandomForest,True,0.9449185044342108
2,0.0,True,True,0.5784855895113168,True,0.9534141196967284,True,0.5181482407974617,RandomForest,RandomForest,True,0.9449185044342108
2,0.0,True,True,0.5784855895113168,True,0.9534141196967284,True,0.5181482407974617,RandomForest,RandomForest,True,0.9449185044342108
2,0.0,True,True,0.5784855895113168,True,0.9534141196967284,True,0.5181482407974617,RandomForest,RandomForest,True,0.9449185044342108
2,0.0,True,True,0.5784855895113168,True,0.9534141196967284,True,0.5181482407974617,RandomForest,RandomForest,True,0.9449185044342108
2,0.0,True,True,0.5784855895113168,True,0.9534141196967284,True,0.5181482407974617,RandomForest,RandomForest,True,0.9449185044342108
